Audit_ID,Department,Audit_Finding,Risk_Level,Audit_Date,Auditor_Name
2723,Marketing,Non-compliance,Low,2022-07-26,Carol Lee
2724,IT,Non-compliance,High,2022-05-08,David Kim
2725,Finance,Fraudulent Activity,High,2022-09-25,Alice Johnson
2726,Operations,Non-compliance,High,2022-09-25,Bob Smith
2727,Operations,Non-compliance,Medium,2022-06-14,Bob Smith
2728,HR,Control Weakness,Medium,2022-05-22,Carol Lee
2729,HR,Fraudulent Activity,Medium,2022-03-05,Eva Brown
2730,Finance,Fraudulent Activity,Medium,2022-05-19,Carol Lee
2731,IT,Control Weakness,Medium,2022-05-06,Carol Lee
2732,Finance,Non-compliance,High,2022-04-24,David Kim
2733,Finance,Control Weakness,High,2022-09-05,Bob Smith
2734,Finance,Non-compliance,High,2022-01-08,Carol Lee
2735,Marketing,Control Weakness,Low,2022-04-03,Eva Brown
2736,IT,Control Weakness,Low,2022-05-25,Eva Brown
2737,Marketing,Control Weakness,High,2022-01-03,David Kim
2738,Marketing,Fraudulent Activity,Low,2022-05-20,Alice Johnson
2739,HR,Fraudulent Activity,High,2022-12-01,Bob Smith
2740,IT,Non-compliance,High,2022-10-23,Carol Lee
2741,HR,Control Weakness,Medium,2022-09-30,David Kim
2742,Marketing,Non-compliance,High,2022-08-04,Alice Johnson
2743,HR,Non-compliance,High,2022-06-08,David Kim
2744,Marketing,Control Weakness,Low,2022-04-08,Alice Johnson
2745,Operations,Control Weakness,Medium,2022-06-14,Bob Smith
2746,Operations,Control Weakness,Medium,2022-01-15,Alice Johnson
2747,Finance,Control Weakness,Low,2022-03-12,Eva Brown
2748,Finance,Non-compliance,Low,2022-05-11,Carol Lee
2749,Operations,Control Weakness,High,2022-08-18,Eva Brown
2750,IT,Non-compliance,High,2022-03-11,Alice Johnson
2751,Finance,Non-compliance,Medium,2022-10-12,David Kim
2752,Marketing,Fraudulent Activity,Low,2022-07-09,David Kim
2753,Marketing,Control Weakness,High,2022-10-04,Bob Smith
2754,Finance,Fraudulent Activity,Medium,2022-08-02,David Kim
2755,Marketing,Control Weakness,Low,2022-06-02,Bob Smith
2756,Operations,Non-compliance,Low,2022-05-21,Bob Smith
2757,Marketing,Non-compliance,Medium,2022-03-20,David Kim
2758,Marketing,Non-compliance,High,2022-05-02,Bob Smith
2759,Operations,Fraudulent Activity,High,2022-05-15,Eva Brown
2760,Operations,Non-compliance,High,2022-01-19,Carol Lee
2761,Finance,Fraudulent Activity,High,2022-07-21,Alice Johnson
2762,HR,Fraudulent Activity,Medium,2022-04-16,David Kim
2763,IT,Non-compliance,Low,2022-09-06,Bob Smith
2764,Marketing,Control Weakness,Low,2022-08-29,David Kim
2765,IT,Non-compliance,Medium,2022-08-27,Eva Brown
2766,IT,Fraudulent Activity,Low,2022-07-30,Carol Lee
2767,IT,Non-compliance,High,2022-02-17,Carol Lee
2768,HR,Control Weakness,High,2022-06-02,Carol Lee
2769,Finance,Control Weakness,Low,2022-07-05,Eva Brown
2770,Marketing,Non-compliance,High,2022-12-08,Carol Lee
2771,IT,Control Weakness,High,2022-08-20,Eva Brown
2772,IT,Fraudulent Activity,High,2022-09-15,Alice Johnson
2773,IT,Fraudulent Activity,Medium,2022-04-26,Eva Brown
2774,HR,Non-compliance,Low,2022-11-18,David Kim
2775,Marketing,Fraudulent Activity,High,2022-02-19,Eva Brown
2776,IT,Fraudulent Activity,High,2022-01-06,Bob Smith
2777,IT,Non-compliance,Medium,2022-02-21,Carol Lee
2778,Marketing,Control Weakness,High,2022-09-03,Bob Smith
2779,Marketing,Control Weakness,High,2022-10-18,Alice Johnson
2780,Operations,Fraudulent Activity,High,2022-01-17,Bob Smith
2781,HR,Control Weakness,Low,2022-04-13,Carol Lee
2782,Finance,Fraudulent Activity,Medium,2022-06-03,Alice Johnson
2783,Marketing,Fraudulent Activity,Medium,2022-12-01,Carol Lee
2784,IT,Fraudulent Activity,High,2022-04-24,Bob Smith
2785,Finance,Fraudulent Activity,High,2022-10-30,Bob Smith
2786,Finance,Control Weakness,Medium,2022-01-04,Alice Johnson
2787,HR,Fraudulent Activity,Low,2022-12-25,Carol Lee
2788,Operations,Non-compliance,Low,2022-08-12,David Kim
2789,Finance,Control Weakness,Medium,2022-07-07,Carol Lee
2790,HR,Control Weakness,Low,2022-06-03,Eva Brown
2791,Marketing,Fraudulent Activity,High,2022-09-06,Carol Lee
2792,HR,Fraudulent Activity,Low,2022-03-11,Alice Johnson
2793,Marketing,Non-compliance,High,2022-08-05,Carol Lee
2794,Marketing,Non-compliance,High,2022-07-16,Bob Smith
2795,Marketing,Control Weakness,Low,2022-12-07,Carol Lee
2796,Finance,Control Weakness,High,2022-09-16,Eva Brown
2797,IT,Fraudulent Activity,Low,2022-06-24,Alice Johnson
2798,Operations,Non-compliance,High,2022-10-09,Carol Lee
2799,HR,Control Weakness,High,2022-06-19,Bob Smith
2800,Operations,Fraudulent Activity,High,2022-05-06,Bob Smith
2801,Marketing,Fraudulent Activity,Low,2022-01-04,Carol Lee
2802,IT,Control Weakness,High,2022-03-06,Carol Lee
2803,Marketing,Non-compliance,High,2022-06-04,Bob Smith
2804,Finance,Non-compliance,Medium,2022-04-22,David Kim
2805,Operations,Fraudulent Activity,High,2022-11-23,Carol Lee
2806,IT,Fraudulent Activity,High,2022-12-10,Eva Brown
2807,IT,Fraudulent Activity,Medium,2022-02-20,David Kim
2808,Marketing,Fraudulent Activity,Medium,2022-12-24,Eva Brown
2809,Finance,Control Weakness,Low,2022-08-23,Eva Brown
2810,Operations,Non-compliance,High,2022-09-27,David Kim
2811,HR,Fraudulent Activity,Medium,2022-12-28,Eva Brown
2812,HR,Fraudulent Activity,High,2022-10-24,David Kim
2813,Operations,Non-compliance,Low,2022-12-04,Bob Smith
2814,Finance,Non-compliance,Medium,2022-07-13,Carol Lee
2815,Finance,Control Weakness,Low,2022-06-23,Eva Brown
2816,HR,Non-compliance,Low,2022-11-09,Alice Johnson
2817,HR,Non-compliance,High,2022-08-20,David Kim
2818,IT,Non-compliance,High,2022-12-29,Carol Lee
2819,Marketing,Fraudulent Activity,High,2022-07-06,David Kim
2820,Marketing,Non-compliance,Medium,2022-02-08,Alice Johnson
2821,IT,Non-compliance,Medium,2022-03-15,Eva Brown
2822,HR,Non-compliance,High,2022-07-11,Carol Lee
2823,IT,Control Weakness,Low,2022-03-06,Alice Johnson
2824,Finance,Control Weakness,Low,2022-09-07,Carol Lee
2825,HR,Fraudulent Activity,Low,2022-12-27,David Kim
2826,Operations,Non-compliance,High,2022-04-05,Alice Johnson
2827,Marketing,Non-compliance,Low,2022-04-16,Carol Lee
2828,Finance,Fraudulent Activity,Medium,2022-08-13,Alice Johnson
2829,Marketing,Fraudulent Activity,Low,2022-09-17,Eva Brown
2830,Marketing,Fraudulent Activity,High,2022-12-18,David Kim
2831,HR,Control Weakness,Low,2022-01-25,Eva Brown
2832,Operations,Control Weakness,Low,2022-03-07,Eva Brown
2833,Finance,Control Weakness,Low,2022-05-05,Alice Johnson
2834,Marketing,Non-compliance,Low,2022-04-07,David Kim
2835,Finance,Control Weakness,Medium,2022-06-15,Alice Johnson
2836,IT,Non-compliance,Medium,2022-01-04,Alice Johnson
2837,IT,Non-compliance,Low,2022-01-09,Carol Lee
2838,Finance,Non-compliance,High,2022-11-29,Bob Smith
2839,Marketing,Non-compliance,High,2022-12-19,Bob Smith
2840,IT,Fraudulent Activity,Low,2022-03-22,Eva Brown
2841,Marketing,Fraudulent Activity,Low,2022-02-26,Bob Smith
2842,IT,Non-compliance,High,2022-07-31,Carol Lee
2843,IT,Control Weakness,Low,2022-05-01,Alice Johnson
2844,Marketing,Fraudulent Activity,Medium,2022-10-10,Eva Brown
2845,HR,Control Weakness,Low,2022-06-26,Eva Brown
2846,IT,Non-compliance,Medium,2022-02-27,Bob Smith
2847,Finance,Fraudulent Activity,High,2022-09-13,Carol Lee
2848,IT,Fraudulent Activity,Medium,2022-10-09,Eva Brown
2849,Finance,Non-compliance,Medium,2022-07-15,Bob Smith
2850,Marketing,Fraudulent Activity,Low,2022-09-17,Carol Lee
2851,Finance,Non-compliance,High,2022-06-17,Alice Johnson
2852,Operations,Control Weakness,Low,2022-02-19,Eva Brown
2853,HR,Fraudulent Activity,High,2022-08-19,Alice Johnson
2854,IT,Control Weakness,High,2022-11-21,Alice Johnson
2855,Operations,Fraudulent Activity,High,2022-05-14,David Kim
2856,IT,Non-compliance,Low,2022-03-28,Carol Lee
2857,Finance,Fraudulent Activity,High,2022-09-12,Bob Smith
2858,IT,Non-compliance,High,2022-02-15,Carol Lee
2859,HR,Control Weakness,Low,2022-01-11,Eva Brown
2860,IT,Control Weakness,Medium,2022-01-10,David Kim
2861,Operations,Control Weakness,Medium,2022-09-02,Alice Johnson
2862,HR,Control Weakness,Low,2022-11-17,Alice Johnson
2863,IT,Fraudulent Activity,Low,2022-09-28,Eva Brown
2864,Finance,Non-compliance,Low,2022-03-01,Carol Lee
2865,Finance,Control Weakness,Low,2022-08-12,David Kim
2866,Finance,Control Weakness,High,2022-12-29,Eva Brown
2867,HR,Fraudulent Activity,Medium,2022-09-11,Alice Johnson
2868,HR,Control Weakness,Low,2022-04-07,Carol Lee
2869,HR,Non-compliance,Low,2022-02-12,David Kim
2870,HR,Fraudulent Activity,High,2022-10-08,David Kim
2871,Finance,Control Weakness,High,2022-08-24,Eva Brown
2872,IT,Non-compliance,Medium,2022-12-28,Carol Lee
2873,IT,Control Weakness,Medium,2022-05-27,Carol Lee
2874,Operations,Control Weakness,Medium,2022-02-25,Carol Lee
2875,Operations,Non-compliance,Medium,2022-12-16,David Kim
2876,Finance,Fraudulent Activity,Low,2022-12-25,Bob Smith
2877,Operations,Fraudulent Activity,High,2022-04-11,David Kim
2878,Finance,Fraudulent Activity,Low,2022-06-07,David Kim
2879,Operations,Non-compliance,High,2022-01-22,David Kim
2880,Operations,Control Weakness,Medium,2022-10-27,Bob Smith
2881,Operations,Control Weakness,High,2022-04-03,David Kim
2882,Finance,Control Weakness,High,2022-05-19,Carol Lee
2883,IT,Non-compliance,High,2022-12-24,David Kim
2884,IT,Fraudulent Activity,Medium,2022-02-11,Carol Lee
2885,Finance,Fraudulent Activity,Low,2022-07-21,Bob Smith
2886,IT,Non-compliance,Medium,2022-08-25,Bob Smith
2887,Marketing,Fraudulent Activity,High,2022-04-29,David Kim
2888,IT,Fraudulent Activity,Medium,2022-08-04,Eva Brown
2889,IT,Non-compliance,Low,2022-11-18,Bob Smith
2890,Finance,Fraudulent Activity,High,2022-01-17,Bob Smith
2891,Finance,Control Weakness,Medium,2022-01-15,Carol Lee
2892,Marketing,Fraudulent Activity,High,2022-05-18,Alice Johnson
2893,IT,Fraudulent Activity,Medium,2022-09-01,Bob Smith
2894,IT,Fraudulent Activity,Low,2022-11-12,Eva Brown
2895,Operations,Non-compliance,Low,2022-03-06,Carol Lee
2896,Marketing,Non-compliance,Low,2022-10-11,Eva Brown
2897,IT,Non-compliance,Medium,2022-09-27,Carol Lee
2898,Marketing,Control Weakness,Medium,2022-08-28,Alice Johnson
2899,IT,Fraudulent Activity,Medium,2022-05-22,David Kim
2900,IT,Fraudulent Activity,Low,2022-10-29,David Kim
2901,Operations,Fraudulent Activity,Medium,2022-09-09,Bob Smith
2902,IT,Fraudulent Activity,Low,2022-12-17,Eva Brown
2903,IT,Non-compliance,Low,2022-12-16,Bob Smith
2904,Finance,Control Weakness,Medium,2022-09-30,Bob Smith
2905,HR,Fraudulent Activity,High,2022-12-20,Carol Lee
2906,IT,Control Weakness,High,2022-01-12,David Kim
2907,Operations,Non-compliance,Low,2022-09-17,Bob Smith
2908,IT,Fraudulent Activity,Low,2022-05-12,Bob Smith
2909,Marketing,Fraudulent Activity,Low,2022-05-22,David Kim
2910,Finance,Non-compliance,High,2022-07-09,Alice Johnson
2911,IT,Control Weakness,Low,2022-03-16,Alice Johnson
2912,Finance,Non-compliance,Low,2022-08-31,David Kim
2913,Operations,Fraudulent Activity,Medium,2022-11-02,Eva Brown
2914,Operations,Control Weakness,High,2022-03-17,Alice Johnson
2915,Operations,Control Weakness,Medium,2022-12-19,David Kim
2916,IT,Control Weakness,Low,2022-05-12,Bob Smith
2917,Finance,Control Weakness,High,2022-03-17,Carol Lee
2918,Marketing,Fraudulent Activity,High,2022-10-16,Carol Lee
2919,IT,Control Weakness,Low,2022-11-06,Eva Brown
2920,Finance,Non-compliance,Medium,2022-10-28,David Kim
2921,IT,Fraudulent Activity,Low,2022-02-07,Alice Johnson
2922,Marketing,Fraudulent Activity,High,2022-12-28,David Kim
2923,Marketing,Control Weakness,Medium,2022-02-13,Bob Smith
2924,HR,Non-compliance,High,2022-07-08,Eva Brown
2925,Operations,Non-compliance,Medium,2022-11-20,Alice Johnson
2926,Finance,Fraudulent Activity,Low,2022-06-06,David Kim
2927,HR,Fraudulent Activity,High,2022-12-29,Bob Smith
2928,Marketing,Fraudulent Activity,High,2022-03-05,Alice Johnson
2929,Finance,Control Weakness,High,2022-12-22,Eva Brown
2930,IT,Fraudulent Activity,High,2022-12-30,Alice Johnson
2931,Marketing,Fraudulent Activity,Medium,2022-05-02,Eva Brown
2932,Operations,Non-compliance,High,2022-08-11,Eva Brown
2933,IT,Non-compliance,Medium,2022-04-30,Bob Smith
2934,HR,Control Weakness,High,2022-04-23,Bob Smith
2935,Marketing,Control Weakness,High,2022-12-18,Carol Lee
2936,Operations,Fraudulent Activity,High,2022-10-11,Bob Smith
2937,Finance,Control Weakness,Medium,2022-06-25,Alice Johnson
2938,IT,Fraudulent Activity,Low,2022-11-15,Alice Johnson
2939,Finance,Fraudulent Activity,Medium,2022-08-27,Carol Lee
2940,IT,Fraudulent Activity,High,2022-03-31,Eva Brown
2941,Marketing,Fraudulent Activity,Medium,2022-10-23,Carol Lee
2942,Finance,Fraudulent Activity,Medium,2022-09-28,Alice Johnson
2943,HR,Control Weakness,Low,2022-12-02,Eva Brown
2944,Operations,Non-compliance,Low,2022-11-16,David Kim
2945,IT,Fraudulent Activity,Low,2022-08-22,Carol Lee
2946,Operations,Fraudulent Activity,Medium,2022-03-04,Eva Brown
2947,Marketing,Non-compliance,Medium,2022-01-07,Bob Smith
2948,Operations,Control Weakness,Low,2022-12-08,Carol Lee
2949,Finance,Fraudulent Activity,Low,2022-04-21,Carol Lee
2950,Operations,Control Weakness,Medium,2022-08-18,David Kim
2951,Finance,Control Weakness,Medium,2022-04-29,Alice Johnson
2952,Marketing,Non-compliance,Low,2022-11-18,Eva Brown
2953,Finance,Fraudulent Activity,Medium,2022-12-26,Bob Smith
2954,HR,Control Weakness,Medium,2022-12-28,David Kim
2955,IT,Fraudulent Activity,Medium,2022-10-09,Bob Smith
2956,Marketing,Non-compliance,High,2022-11-21,David Kim
2957,Operations,Control Weakness,High,2022-05-21,David Kim
2958,Marketing,Control Weakness,Low,2022-10-13,Eva Brown
2959,HR,Fraudulent Activity,Medium,2022-01-07,Carol Lee
2960,Marketing,Control Weakness,High,2022-03-08,Bob Smith
2961,Finance,Fraudulent Activity,Low,2022-04-04,Eva Brown
2962,HR,Control Weakness,Medium,2022-02-19,David Kim
2963,Finance,Non-compliance,Low,2022-11-17,Bob Smith
2964,Finance,Fraudulent Activity,Low,2022-06-03,Alice Johnson
2965,Marketing,Non-compliance,Low,2022-03-10,Bob Smith
2966,Operations,Control Weakness,Medium,2022-05-14,Alice Johnson
2967,IT,Fraudulent Activity,Low,2022-08-13,Carol Lee
2968,HR,Fraudulent Activity,Medium,2022-09-07,Alice Johnson
2969,HR,Control Weakness,Low,2022-12-09,Bob Smith
2970,Marketing,Non-compliance,Medium,2022-06-02,Bob Smith
2971,HR,Control Weakness,Medium,2022-03-21,Alice Johnson
2972,Marketing,Control Weakness,High,2022-08-29,Bob Smith
2973,Marketing,Non-compliance,High,2022-04-06,Eva Brown
2974,Operations,Control Weakness,Low,2022-04-11,David Kim
2975,Marketing,Non-compliance,Medium,2022-01-21,Bob Smith
2976,Finance,Non-compliance,Medium,2022-02-03,Carol Lee
2977,Operations,Fraudulent Activity,High,2022-09-26,David Kim
2978,Marketing,Non-compliance,Low,2022-07-29,Eva Brown
2979,IT,Control Weakness,Medium,2022-09-01,David Kim
2980,IT,Control Weakness,High,2022-09-21,Alice Johnson
2981,HR,Non-compliance,Low,2022-08-14,Alice Johnson
2982,Operations,Control Weakness,High,2022-03-11,Bob Smith
2983,IT,Fraudulent Activity,High,2022-01-20,David Kim
2984,IT,Non-compliance,Low,2022-11-25,Carol Lee
2985,HR,Fraudulent Activity,Low,2022-09-27,David Kim
2986,HR,Non-compliance,Low,2022-05-30,Eva Brown
2987,HR,Control Weakness,Medium,2022-06-23,Carol Lee
2988,HR,Non-compliance,Medium,2022-02-25,David Kim
2989,IT,Non-compliance,High,2022-09-02,Bob Smith
2990,HR,Fraudulent Activity,Medium,2022-09-25,Carol Lee
2991,HR,Fraudulent Activity,Low,2022-08-21,Eva Brown
2992,Finance,Control Weakness,High,2022-05-02,Eva Brown
2993,Operations,Fraudulent Activity,Low,2022-05-14,Eva Brown
2994,IT,Fraudulent Activity,Low,2022-12-28,Carol Lee
2995,Operations,Control Weakness,Medium,2022-04-28,Bob Smith
2996,IT,Fraudulent Activity,High,2022-09-29,Eva Brown
2997,Finance,Non-compliance,Medium,2022-06-20,Eva Brown
2998,HR,Non-compliance,Medium,2022-12-04,Eva Brown
2999,HR,Fraudulent Activity,Medium,2022-02-19,David Kim
3000,HR,Control Weakness,Low,2022-07-29,Alice Johnson
3001,HR,Control Weakness,Medium,2022-02-20,David Kim
3002,Operations,Non-compliance,High,2022-10-13,David Kim
3003,Finance,Non-compliance,High,2022-05-05,Bob Smith
3004,Operations,Fraudulent Activity,Low,2022-06-26,Bob Smith
3005,Marketing,Fraudulent Activity,High,2022-03-03,Alice Johnson
3006,Marketing,Non-compliance,Low,2022-02-04,Bob Smith
3007,Marketing,Non-compliance,High,2022-07-14,Alice Johnson
3008,IT,Non-compliance,Medium,2022-09-13,Eva Brown
3009,Finance,Non-compliance,Low,2022-12-29,Eva Brown
3010,HR,Fraudulent Activity,High,2022-10-15,Bob Smith
3011,Finance,Non-compliance,Low,2022-06-18,Bob Smith
3012,Operations,Control Weakness,High,2022-01-17,Alice Johnson
3013,Operations,Control Weakness,High,2022-07-02,Eva Brown
3014,HR,Control Weakness,Low,2022-03-17,Carol Lee
3015,Operations,Control Weakness,Low,2022-10-03,Eva Brown
3016,IT,Fraudulent Activity,Medium,2022-10-29,Alice Johnson
3017,IT,Fraudulent Activity,Low,2022-11-25,Bob Smith
3018,IT,Fraudulent Activity,Low,2022-04-03,Eva Brown
3019,Finance,Fraudulent Activity,Low,2022-01-31,Alice Johnson
3020,Finance,Fraudulent Activity,Medium,2022-09-10,Eva Brown
3021,Finance,Fraudulent Activity,High,2022-06-27,Alice Johnson
3022,Finance,Non-compliance,Medium,2022-08-13,Eva Brown
3023,Marketing,Control Weakness,High,2022-09-02,David Kim
3024,IT,Non-compliance,Low,2022-03-27,David Kim
3025,Marketing,Non-compliance,High,2022-02-18,David Kim
3026,Finance,Non-compliance,Low,2022-02-23,David Kim
3027,HR,Fraudulent Activity,Low,2022-03-13,Alice Johnson
3028,Operations,Fraudulent Activity,Low,2022-07-16,Carol Lee
3029,HR,Fraudulent Activity,Medium,2022-03-22,Eva Brown
3030,HR,Control Weakness,Medium,2022-05-19,Bob Smith
3031,IT,Control Weakness,High,2022-03-22,Eva Brown
3032,Marketing,Non-compliance,Medium,2022-06-29,Carol Lee
3033,Marketing,Non-compliance,Low,2022-03-10,Alice Johnson
3034,HR,Fraudulent Activity,Low,2022-04-01,Eva Brown
3035,Finance,Fraudulent Activity,Low,2022-05-18,Bob Smith
3036,IT,Non-compliance,Medium,2022-05-05,Eva Brown
3037,Finance,Fraudulent Activity,Low,2022-07-09,Alice Johnson
3038,IT,Control Weakness,Low,2022-06-17,Eva Brown
3039,HR,Control Weakness,High,2022-09-07,David Kim
3040,Marketing,Non-compliance,High,2022-02-04,Alice Johnson
3041,HR,Fraudulent Activity,High,2022-12-20,David Kim
3042,HR,Control Weakness,Low,2022-07-23,Bob Smith
3043,Finance,Control Weakness,High,2022-01-30,Bob Smith
3044,HR,Non-compliance,Low,2022-09-04,Eva Brown
3045,Finance,Non-compliance,High,2022-06-06,Eva Brown
3046,HR,Fraudulent Activity,Low,2022-11-05,David Kim
3047,HR,Non-compliance,Low,2022-06-27,Bob Smith
3048,IT,Control Weakness,High,2022-09-19,Carol Lee
3049,Marketing,Non-compliance,Low,2022-05-26,Alice Johnson
3050,Marketing,Non-compliance,Low,2022-05-24,David Kim
3051,Marketing,Non-compliance,Low,2022-06-15,Eva Brown
3052,Marketing,Fraudulent Activity,High,2022-01-14,David Kim
3053,HR,Fraudulent Activity,Medium,2022-11-01,Alice Johnson
3054,Finance,Fraudulent Activity,High,2022-11-19,David Kim
3055,IT,Control Weakness,Medium,2022-09-05,Alice Johnson
3056,Finance,Fraudulent Activity,Medium,2022-04-04,Bob Smith
3057,IT,Fraudulent Activity,Low,2022-11-16,Bob Smith
3058,Operations,Control Weakness,Low,2022-10-29,Carol Lee
3059,IT,Fraudulent Activity,Low,2022-03-22,Carol Lee
3060,Operations,Fraudulent Activity,Medium,2022-10-10,Carol Lee
3061,Operations,Control Weakness,Medium,2022-10-02,David Kim
3062,IT,Control Weakness,High,2022-03-30,Eva Brown
3063,IT,Fraudulent Activity,Medium,2022-07-06,Bob Smith
3064,IT,Fraudulent Activity,High,2022-06-25,Eva Brown
3065,IT,Fraudulent Activity,Low,2022-04-07,Eva Brown
3066,Finance,Control Weakness,High,2022-09-29,Eva Brown
3067,Finance,Fraudulent Activity,High,2022-09-04,Eva Brown
3068,IT,Non-compliance,Low,2022-02-04,Carol Lee
3069,HR,Non-compliance,High,2022-02-28,David Kim
3070,IT,Control Weakness,High,2022-12-02,David Kim
3071,Operations,Fraudulent Activity,High,2022-02-14,Carol Lee
3072,HR,Fraudulent Activity,High,2022-10-02,Carol Lee
3073,Marketing,Fraudulent Activity,High,2022-11-02,Carol Lee
3074,Operations,Fraudulent Activity,Medium,2022-02-04,David Kim
3075,Finance,Control Weakness,Medium,2022-06-15,Bob Smith
3076,IT,Fraudulent Activity,Low,2022-10-21,Eva Brown
3077,IT,Non-compliance,Low,2022-06-16,Alice Johnson
3078,Marketing,Control Weakness,Medium,2022-08-12,Carol Lee
3079,Operations,Control Weakness,Medium,2022-09-27,Carol Lee
3080,Operations,Fraudulent Activity,Medium,2022-09-27,Eva Brown
3081,IT,Fraudulent Activity,High,2022-02-20,Eva Brown
3082,Marketing,Fraudulent Activity,Medium,2022-12-18,Carol Lee
3083,Marketing,Control Weakness,Low,2022-01-29,Bob Smith
3084,HR,Fraudulent Activity,Medium,2022-10-13,Bob Smith
3085,Finance,Non-compliance,Medium,2022-03-12,Bob Smith
3086,IT,Non-compliance,High,2022-03-24,Bob Smith
3087,Marketing,Control Weakness,Low,2022-06-02,Carol Lee
3088,Operations,Control Weakness,High,2022-01-23,Alice Johnson
3089,Finance,Control Weakness,Medium,2022-03-06,David Kim
3090,Operations,Fraudulent Activity,High,2022-11-15,Carol Lee
3091,Marketing,Non-compliance,Low,2022-11-11,Alice Johnson
3092,IT,Fraudulent Activity,High,2022-01-26,Eva Brown
3093,Marketing,Control Weakness,Low,2022-02-28,Alice Johnson
3094,Operations,Fraudulent Activity,Low,2022-10-26,Alice Johnson
3095,IT,Control Weakness,Medium,2022-09-13,Alice Johnson
3096,IT,Non-compliance,High,2022-11-16,Carol Lee
3097,IT,Fraudulent Activity,Low,2022-06-12,Carol Lee
3098,HR,Fraudulent Activity,High,2022-06-14,Alice Johnson
3099,IT,Fraudulent Activity,Medium,2022-04-21,Eva Brown
3100,IT,Control Weakness,Low,2022-01-18,Alice Johnson
3101,Marketing,Non-compliance,Low,2022-11-22,Bob Smith
3102,Marketing,Control Weakness,High,2022-12-28,Carol Lee
3103,IT,Fraudulent Activity,Medium,2022-09-23,David Kim
3104,IT,Control Weakness,Low,2022-09-29,David Kim
3105,IT,Control Weakness,Low,2022-05-22,Alice Johnson
3106,Marketing,Control Weakness,Medium,2022-02-17,Carol Lee
3107,Operations,Fraudulent Activity,Low,2022-07-19,Alice Johnson
3108,IT,Fraudulent Activity,Medium,2022-06-30,Bob Smith
3109,Finance,Non-compliance,Low,2022-08-10,Alice Johnson
3110,Operations,Fraudulent Activity,High,2022-07-03,Eva Brown
3111,HR,Control Weakness,Low,2022-03-09,David Kim
3112,Marketing,Fraudulent Activity,Low,2022-11-27,Eva Brown
3113,Marketing,Fraudulent Activity,Low,2022-11-29,David Kim
3114,Marketing,Control Weakness,Low,2022-04-21,Bob Smith
3115,HR,Control Weakness,Low,2022-11-04,Alice Johnson
3116,HR,Fraudulent Activity,Low,2022-01-16,Bob Smith
3117,Finance,Fraudulent Activity,Medium,2022-06-07,Carol Lee
3118,Finance,Fraudulent Activity,Low,2022-08-14,Bob Smith
3119,Operations,Non-compliance,High,2022-06-15,Carol Lee
3120,Marketing,Fraudulent Activity,Medium,2022-06-05,David Kim
3121,HR,Non-compliance,High,2022-07-01,Alice Johnson
3122,IT,Fraudulent Activity,Medium,2022-06-01,Eva Brown
3123,Operations,Non-compliance,Low,2022-12-21,David Kim
3124,IT,Non-compliance,Medium,2022-10-23,Carol Lee
3125,Operations,Fraudulent Activity,Medium,2022-11-19,David Kim
3126,IT,Fraudulent Activity,High,2022-08-15,Eva Brown
3127,Finance,Fraudulent Activity,High,2022-04-28,David Kim
3128,Finance,Fraudulent Activity,High,2022-10-11,Bob Smith
3129,HR,Non-compliance,Medium,2022-03-22,Eva Brown
3130,Marketing,Fraudulent Activity,High,2022-01-12,Alice Johnson
3131,Operations,Fraudulent Activity,High,2022-10-03,Eva Brown
3132,Marketing,Control Weakness,Low,2022-03-23,Bob Smith
3133,Finance,Control Weakness,Low,2022-07-27,David Kim
3134,HR,Control Weakness,High,2022-01-02,David Kim
3135,Operations,Control Weakness,High,2022-12-04,Carol Lee
3136,Marketing,Control Weakness,High,2022-01-22,Bob Smith
3137,IT,Non-compliance,Low,2022-10-09,Carol Lee
3138,Operations,Non-compliance,Low,2022-05-06,Eva Brown
3139,Marketing,Fraudulent Activity,High,2022-03-15,David Kim
3140,HR,Control Weakness,Low,2022-03-31,Carol Lee
3141,Finance,Control Weakness,Medium,2022-07-28,Bob Smith
3142,HR,Fraudulent Activity,Medium,2022-02-24,David Kim
3143,Marketing,Fraudulent Activity,Low,2022-06-05,Eva Brown
3144,Operations,Control Weakness,High,2022-05-23,David Kim
3145,Finance,Non-compliance,Medium,2022-06-07,Eva Brown
3146,Operations,Fraudulent Activity,High,2022-03-18,Alice Johnson
3147,HR,Fraudulent Activity,Low,2022-12-25,David Kim
3148,Marketing,Control Weakness,Medium,2022-09-03,Alice Johnson
3149,Operations,Fraudulent Activity,High,2022-03-31,Eva Brown
3150,Operations,Fraudulent Activity,Medium,2022-04-15,David Kim
3151,IT,Non-compliance,Medium,2022-11-28,Alice Johnson
3152,HR,Non-compliance,High,2022-04-29,Alice Johnson
3153,HR,Fraudulent Activity,High,2022-12-07,Carol Lee
3154,IT,Control Weakness,Low,2022-04-04,Alice Johnson
3155,IT,Control Weakness,Medium,2022-01-04,Carol Lee
3156,Finance,Fraudulent Activity,Medium,2022-04-26,David Kim
3157,IT,Fraudulent Activity,Medium,2022-05-08,Bob Smith
3158,Finance,Control Weakness,Medium,2022-02-17,Alice Johnson
3159,HR,Control Weakness,Low,2022-03-08,Bob Smith
3160,Operations,Fraudulent Activity,Medium,2022-09-25,Eva Brown
3161,Operations,Fraudulent Activity,High,2022-04-06,Alice Johnson
3162,Operations,Fraudulent Activity,High,2022-07-18,Eva Brown
